c0,c1,s0,s1,r
19,5,51438885,168718204,0.688642072578788
9,11,110549325,2610550,0.802623751544892
13,10,73586486,29184246,0.927103567162257
18,19,33712044,4209311,0.681528980070713
12,17,122703532,33108658,0.616221883874875
10,17,105217267,25586639,0.615752298303608
5,6,40373976,108894473,0.682130789965891
11,21,17433038,9993171,0.737502914717468
2,9,218582563,140314470,0.730195571101261
10,9,47624921,106575462,0.85388660670423
2,6,162168472,5635955,0.622770389823976
8,13,132912960,98113538,0.649453529793144
2,1,174696091,42262740,0.952636336392922
20,2,42899593,11506308,0.646022476001768
9,13,137317202,56687374,0.697339442368601
5,8,175296430,7057426,0.725598472008537
8,3,37358853,94555893,0.605528889714314
3,19,197848521,36607857,0.742409885945895
14,18,99099428,77951349,0.917632991902941
21,17,32135004,58602925,0.63681619985386
12,7,83252112,134213003,0.631146181120721
6,9,109646023,133968130,0.854928037775464
12,10,122878413,134485057,0.872658123699754
1,7,9230719,110717640,0.679443539205877
11,21,10122070,32698322,0.692433984013328
2,10,14449497,87866502,0.777327504100607
22,2,41111114,209422277,0.642199443056689
3,14,11598609,79122848,0.658847841531
19,21,3141367,20360129,0.79485256679318
10,21,48368086,33774159,0.847210867980966
2,15,121094315,99593366,0.663532647313635
22,20,17843107,36859384,0.697698756408247
2,10,61328371,88187696,0.785313582103126
19,7,50390286,97626389,0.603280188295694
5,18,180753043,11146022,0.687400155788738
9,2,135519881,181903391,0.815238508520108
11,13,15085203,31202073,0.600500151161301
18,7,23973631,71997504,0.786076875913553
2,10,136138986,131997817,0.683308643645455
5,10,21454519,97129518,0.907659514845931
11,11,56191437,67198230,0.860559015109448
7,20,138764830,52811755,0.880621691697624
8,7,141463180,11177392,0.736693859639701
21,11,45740756,133766338,0.760920152428867
21,11,37631951,32522787,0.779218057394342
21,6,19250888,162466457,0.642839320977642
16,22,27343108,21814409,0.6751975417057
18,18,73332412,58290089,0.820229889581525
20,3,43013996,125454618,0.844530035888617
7,9,154884046,131867386,0.861407860674619
18,17,72617283,72252822,0.611155543252898
16,8,58559679,12834708,0.7312907060825
8,13,8911717,64408049,0.608191076290534
11,12,119197967,97492873,0.671293526313557
5,8,177944924,55359303,0.679925551861599
2,12,10875345,54127518,0.78620915100632
12,5,90152555,134743573,0.779222070185031
5,22,8866632,33976148,0.652083622075284
20,11,1879931,64318505,0.882286075296441
15,21,61469726,39452480,0.741813741926613
9,14,140918924,27230255,0.633862423947049
3,11,128857671,39515319,0.651275870996149
12,5,97021507,90609087,0.639517417048919
5,14,178614542,74963822,0.60870747505918
17,4,47039955,177568932,0.629475303434452
16,13,17576889,73365722,0.685502981322588
16,10,2206157,33246564,0.786935562114555
3,5,121180003,61265465,0.737737914328495
6,12,79673809,114380825,0.613376340612808
3,18,190307479,43306323,0.624838994472741
16,19,89460963,10886435,0.96835198069754
2,20,27653447,30768691,0.808285996887221
7,6,9056261,52197145,0.790901182261423
16,22,17700834,32339112,0.747167643762313
20,1,37256617,93763371,0.633262844358192
6,11,52787909,126635863,0.743016616164428
9,11,140025308,82395868,0.772085369567262
13,2,28187018,86525073,0.756757250180249
19,14,54323276,92683401,0.695596942922562
2,4,169742265,5819401,0.765738669705515
7,4,5672679,17467873,0.895972707368601
19,22,9525013,38456681,0.669078173099157
8,10,97144828,44883744,0.656004840273744
20,19,18007776,19990719,0.600460158637833
6,6,121107290,26610313,0.602925395571003
7,13,132048551,114452659,0.842825010726522
9,17,1985295,75090246,0.780294873332397
20,11,59246632,76312448,0.640255782058085
5,17,23441594,27850938,0.85720068684665
4,20,82341671,48615403,0.709193851083236
19,11,42731229,70418808,0.625250414059891
14,5,91874423,136334588,0.878648146067765
9,9,74570795,139543925,0.75724367472745
7,16,47624048,67982657,0.869723791741456
2,20,232438431,47187481,0.627930233751657
3,17,183407503,10115645,0.604545716300013
14,8,73383992,144816543,0.641899189172431
12,22,128206479,44838317,0.60414820100191
18,9,60201671,84046658,0.747523799143366
7,16,132831746,4701936,0.708862160237637
14,8,50582148,2772377,0.632705435112161
22,8,35227449,6064549,0.898397950942838
3,10,101506296,31377396,0.670223144544713
3,14,76057951,104199923,0.841545905506496
3,14,11300829,105818380,0.72041610320272
15,11,82499617,61888177,0.760058557001557
6,6,33149836,17964587,0.706925467469655
9,1,133386539,241128726,0.668017340088891
21,3,47201247,24626245,0.789909804315217
13,1,54722550,91677326,0.793891337938699
5,21,56396213,41515582,0.832470400883046
8,17,122677518,11699402,0.662830077420813
7,1,63437726,23965257,0.713890829111864
19,2,49980309,37154952,0.625098299471137
18,15,31804875,91204101,0.817859260179174
22,11,17137790,84247634,0.711471247260699
13,22,111292416,24830094,0.697636389466791
16,5,47404576,107439298,0.792575429449369
9,20,26518744,60945227,0.631449356774301
1,1,16712585,235047468,0.610486086773779
14,4,105221876,40964721,0.654157229507524
19,8,32734414,53426439,0.604522095682874
16,4,845201,24996360,0.645824383211498
4,22,109515315,18993159,0.600007446749904
18,5,57463269,16989816,0.669203322500906
11,16,69149194,861185,0.902454838267763
7,2,6341893,54862233,0.719655464539214
2,18,22640788,69167239,0.741110637907599
11,17,6425112,1147139,0.661666057031082
12,22,80474405,42816945,0.799745361430263
14,5,76028299,171741587,0.777226280303518
8,2,25434169,240003644,0.638314554520469
3,8,157923869,55194135,0.816030267970189
21,10,48032775,120324598,0.60805538914195
14,15,76734351,27714190,0.916881577216208
12,19,6594003,260953,0.862250743958274
22,20,32918772,35038296,0.643229036625701
12,17,125833962,36476739,0.822231038205996
4,12,172432759,31883439,0.779469997480059
19,22,50979237,49113118,0.711646403094314
8,4,21523406,74804179,0.8715114887088
1,9,206546514,92129599,0.711359869196962
14,3,77698998,48934821,0.762838275499616
4,14,124448837,78420904,0.61354709856216
22,2,19928744,62043628,0.638905204624567
21,10,20219596,132539671,0.652871064460031
18,6,13139500,43900367,0.818393644942859
15,14,31212038,93695765,0.910655119449086
2,15,101136930,89186571,0.600320210980428
4,19,7698674,15262469,0.821839258363263
5,6,96481581,155309541,0.826914545681852
11,6,676872,68610787,0.866522125950544
21,17,33728510,73599871,0.607574922868737
10,13,18196759,77514638,0.628355839032955
3,8,8798708,815154,0.649679614034479
9,19,132186415,40891463,0.845784624818877
10,17,74311965,7056496,0.735330826679791
22,17,27550788,21166387,0.735754666022477
14,16,48114901,72929248,0.745597817808769
8,5,64260515,69620914,0.70990544319219
9,16,134335466,89981699,0.613851474870739
4,14,95401864,97686266,0.656341027984299
6,15,144302728,63639614,0.905576937727552
21,19,36842111,20432053,0.782056556324321
12,12,124416343,105098193,0.672586489247494
18,20,66203570,52417118,0.655099616286017
11,6,83501102,68840429,0.658302929011651
13,13,20779963,114493517,0.607336479412777
10,3,13734727,11350325,0.689987269379852
5,10,99348096,75798870,0.686582569966449
18,7,48634689,35682124,0.921465676751444
14,22,50604313,49582327,0.707607636890083
8,7,2880153,117313309,0.724880485477648
11,20,47712571,49021676,0.676391017947142
19,2,12804076,237254782,0.823622387481668
22,18,46519025,565791,0.760045916948685
22,16,29140284,5545958,0.644971213136669
5,14,158936472,53761345,0.861711215699483
15,2,88792887,74396353,0.659601653940529
10,8,108475352,37740913,0.755829595422722
19,21,42894749,37657617,0.743879263747642
14,5,32847836,27776583,0.644194930489253
18,17,44664066,76551090,0.719273288815667
16,2,84894907,12106220,0.681707665850718
21,21,47836390,35357259,0.749152762011021
11,19,45935075,37317152,0.966630878097543
12,13,34536097,98702533,0.767104758584739
21,21,32727245,23768440,0.701305347022571
8,8,65602866,143009830,0.916498448832037
9,21,127145128,15629668,0.779885223242184
15,19,43579565,28807788,0.702540671384347
16,12,81282303,131714674,0.644971752478552
17,15,33476303,62206002,0.621687178729678
5,11,169588602,44871391,0.771173686743121
3,18,9983755,77317563,0.840818752324009
11,4,34559816,12765013,0.607689315528249
18,5,71346518,122557536,0.632233136688307
8,16,7903870,71543375,0.836480879274906
14,21,100842137,10178629,0.629190779460024
7,20,32503470,57055069,0.858647533798575
5,9,45622218,35971342,0.621018228856452
7,19,26926616,93561,0.906574855115111
8,21,39913425,24932431,0.698089540719147
17,21,78157708,46239432,0.729037155157577
11,19,34125901,9112308,0.774027705972402
9,11,138892505,124055526,0.689621386606191
3,3,195369044,133729461,0.63633329742064
10,8,123884836,134645161,0.80601348415119
19,19,17769944,56174993,0.851841700789648
17,11,74392889,215333,0.660529585851571
15,16,62803169,89548301,0.642396143877686
1,21,227653345,44753768,0.88018933579515
10,5,117896653,43104492,0.628318471076817
1,11,247760361,13924595,0.730008139894117
8,6,12142660,99903562,0.846254367989671
12,15,112992810,73644182,0.614035461190123
4,21,57761088,31720140,0.861641205306975
16,17,54807935,80377897,0.687180966375408
17,13,47826000,96097836,0.870209273631851
20,12,41968292,53562141,0.718112651794019
1,4,223644388,44193555,0.835757117588602
2,9,105306641,93267052,0.743974836007981
7,21,153661272,32980374,0.923831332583249
12,4,95445781,157119381,0.792640625208539
18,21,60729822,37943832,0.694514379143638
5,4,134872756,100719059,0.925349090832628
11,17,62263801,71713105,0.627397231348705
21,11,18882528,100734873,0.833981668670648
1,17,93130231,10842507,0.727043354505675
15,1,78923450,230421007,0.687815255593661
16,6,74605016,134634056,0.82653993945273
21,11,20527938,8858069,0.711957605610179
8,11,3851209,105758823,0.623701437756466
16,16,429521,88916702,0.650430529551449
17,17,3381018,79637903,0.724548552240086
12,9,37941690,37976239,0.626385697484719
9,13,81284135,20740370,0.819839010806223
14,3,93448691,10116290,0.681636279180468
4,12,23670471,76966081,0.658599350023278
20,15,56317032,71996014,0.75908964374607
21,5,43786321,94002784,0.90192861936805
15,14,63098153,99099340,0.674526547517051
19,2,16625977,5759275,0.770487312517239
19,5,32943037,134163208,0.690106681841301
1,5,21929971,169385864,0.776020304662622
14,22,51382070,24836983,0.656073590325672
9,19,76970648,22970164,0.89215549300536
3,6,151694841,103998325,0.649909025932244
19,10,28761045,3643330,0.615366542591906
17,6,18733049,21071433,0.637671356961875
5,14,2800630,71879892,0.824648815565914
19,22,44013550,48171432,0.627242244447453
8,20,142682867,34143500,0.608674460193589
1,21,76445821,46299922,0.761916157400236
12,17,122046074,9815369,0.628193047890816
12,19,120505852,34396649,0.600368109743141
19,13,11086758,110592430,0.655782046190375
5,22,145292794,47466684,0.631440942582392
9,5,124729735,180463135,0.687343682996673
9,21,127178459,18857675,0.950153819885507
18,22,19745332,48479684,0.884626784801229
16,17,24060071,11018364,0.666564046457642
21,6,40306908,140958410,0.805148916243586
16,13,78124414,76444083,0.632988606627937
6,13,37765254,82599621,0.729598293645313
2,1,9324918,10299324,0.914699597802711
9,18,35646741,59000810,0.85839075792948
7,5,131607630,166570603,0.727742757788147
6,11,134938084,122513147,0.71210683939126
17,7,45774994,73245471,0.799466081751192
13,21,22188725,43177610,0.612244062113252
12,5,28714059,127250871,0.673612999165845
19,22,47928628,17386589,0.761402535358729
3,6,192351276,42094913,0.718408594660647
3,6,75464594,111643593,0.627350909072691
10,19,62701918,11615621,0.922694606408637
18,15,46939348,27076624,0.705983205931566
21,18,39830186,4516459,0.888424597546783
17,21,49462004,33749330,0.872770917364245
10,21,128153217,46563432,0.878380884738585
22,14,24312840,55591323,0.664259895131732
7,4,53935521,49323709,0.905000374986746
8,3,92881043,129896831,0.652837290980644
11,8,9164738,21673357,0.758821772341812
3,17,196520622,5154357,0.618667017853661
1,16,247564819,29644806,0.787838506952137
22,2,23680641,45489919,0.734993249499212
12,9,107164028,91608630,0.894745690067598
4,13,177429151,73619215,0.805239966066365
20,1,30351444,40639758,0.658480316919925
9,4,132025114,130241815,0.783896361496636
21,22,40489437,37482175,0.633986753356527
7,16,25264446,11611303,0.892024508332665
11,9,32776314,6062534,0.74831048730294
18,9,28670966,130422886,0.704604222297388
8,1,1744888,13170833,0.610481879449803
12,1,128113326,15843198,0.805737581768747
12,10,120971406,126140953,0.664257465566564
6,20,67967358,57450936,0.722317575987528
10,19,91297200,47118233,0.696011881200157
1,22,154506976,23372749,0.714773944596357
2,3,221037461,24252011,0.700089824923177
12,14,88902,23763823,0.617002658854788
8,12,115613824,42833847,0.768495554120939
4,11,110480777,132299532,0.775063250875499
8,13,34715753,29850802,0.640124492118276
17,2,14057322,11141899,0.673932450866387
18,12,7397143,122733000,0.640411299488247
7,2,7858555,175181706,0.812087881651076
10,12,116648771,18958699,0.671767235271176
17,6,13916594,21042247,0.675274161421409
20,13,57990203,87842204,0.883728473884363
17,2,48853168,220467140,0.687250899316455
2,7,511380,100764840,0.774242108232638
14,18,23167558,76074148,0.733116005916566
4,6,39799409,166301229,0.620667436093453
3,4,197143626,888918,0.661340460266613
6,22,46742048,33608734,0.615953244634391
9,1,110647766,67534757,0.628122469470062
21,16,43182193,24001344,0.625241555468123
10,22,18761226,43522064,0.674463950643713
6,6,88962126,162057849,0.928703576157286
2,17,130794742,30924540,0.625490280931952
6,4,92983694,186440478,0.652598927588513
20,14,62654751,101198308,0.726026706144987
18,8,49189943,6293723,0.601443761657725
18,8,10078860,21183408,0.742651300284276
14,3,104556175,11440389,0.810145028635365
1,16,204019744,31387736,0.826362465272032
14,14,95366267,104434603,0.617954170978404
6,18,7025406,2417477,0.604360515552005
13,8,36998282,141493442,0.740668228831203
16,2,968387,88494062,0.852271957198383
18,5,6061728,64840345,0.68062780003134
18,10,34922873,132692584,0.606069302699042
14,17,83968607,78447192,0.813761587522348
10,22,33321468,17830653,0.650941701293515
21,6,47847307,155343565,0.673684099592985
1,4,170902327,128746038,0.907841906850031
2,14,55033192,106964362,0.76172859498216
13,6,81476408,35746876,0.86283668219417
2,19,1862716,56582239,0.756079980229318
7,2,23679765,121277197,0.800773213652879
6,6,438694,166728808,0.683933210248297
13,16,22932344,11899738,0.871060496155883
14,9,24451290,75048230,0.761859984401344
15,9,72366997,14514257,0.91832075451926
7,16,69217529,2289444,0.821754265723689
14,19,99249602,7863169,0.854200147229767
17,5,37538914,93899311,0.636912099292274
20,16,32560322,4495792,0.884773120362774
14,13,77985281,95487222,0.621877707632391
9,18,25670370,9710145,0.636504763261825
22,5,38973564,179693617,0.920342765934159
14,3,30026369,49432989,0.720974350743247
6,15,82948191,40093118,0.95154193644906
21,16,44686081,87096992,0.703112137475672
1,11,166109188,10830063,0.851697058352688
8,3,74330570,184643583,0.866140494389726
21,11,42723163,72399825,0.810953506693915
18,12,23557190,123396312,0.628306750066811
21,13,37840158,51764943,0.636193317039891
5,15,70397094,73513412,0.782429721135944
11,22,130765914,30089596,0.784344823916167
6,11,66336894,69712212,0.771135483162679
4,22,90143634,20744755,0.687497306191606
10,17,13205266,996834,0.76460199741066
5,11,151038515,67038971,0.856163288017933
19,15,11993843,67732008,0.844544139485219
6,13,12345469,111642903,0.886496828212891
3,15,23880276,61005751,0.627771261289175
12,17,12674062,15876197,0.836449060898424
10,1,115148795,197682988,0.757673386185523
18,6,68058672,77513810,0.677520403746098
19,17,32518644,52195255,0.833003464318398
22,19,43836665,58496192,0.608738303224827
17,18,77014552,60658917,0.733113006001504
6,21,14215153,40550958,0.763420380568111
4,3,35303663,127510866,0.669536789965581
10,3,14162876,101517718,0.846114403112304
19,1,3165070,13949284,0.610168961812188
14,15,102825990,88556193,0.714037019146273
9,9,98291168,90628928,0.699199507927246
6,1,75954242,226962212,0.707125023995295
6,10,166572845,15029810,0.867652454211348
8,19,1700082,1031172,0.781088103676596
13,19,41687570,48234602,0.63361155027261
15,20,76645681,36065604,0.942981314251259
11,17,47739532,80525007,0.967235023123417
8,4,1841429,71427219,0.967144367904648
7,16,99663087,16846433,0.643444801043876
6,22,71408795,38792021,0.674285882012983
8,21,32147995,39982371,0.773204574444307
7,12,72621430,64145016,0.605244977841376
11,1,84278661,8270152,0.632001581951086
19,4,39474312,187352320,0.656188194790236
22,4,36950334,112038371,0.753117800567785
7,18,3279430,44235689,0.891669544357937
11,22,65092273,38013546,0.640131132196815
4,10,173814087,95015078,0.761499231440838
7,10,39189491,72106532,0.890556291393347
14,21,50736585,26207744,0.936206921218645
6,14,25075827,67895840,0.638931867260715
5,22,399990,43484982,0.688607210675195
1,2,110341909,54510513,0.637416587584755
16,20,50629620,60392305,0.877119910145748
14,4,69039694,140744287,0.618259319676529
14,10,105164564,69431125,0.844939046361507
15,17,50969088,63654856,0.749276427899856
4,11,1548130,37724979,0.939499262609563
4,11,39374156,32973936,0.79560003913887
17,1,72209599,41157191,0.745747761697206
19,9,358258,134587042,0.734596019302889
19,22,11735518,25752637,0.616954646467339
12,16,101795300,82818621,0.633836729234041
11,10,67829650,27232569,0.669532631921101
1,19,2444201,42605393,0.627875592536371
6,18,134493211,75890220,0.705776786082091
5,11,3161596,113119482,0.672179102464658
16,6,75386641,139061631,0.613199501241344
1,6,246703046,35240205,0.863989566983184
14,12,26999953,49611360,0.72681972289614
9,6,70176775,42951012,0.842400576226098
1,20,12313924,61415940,0.728804469240519
10,5,102233551,31634586,0.854959242413828
12,13,92026698,96064996,0.708923034379026
19,21,4924845,46274097,0.88682821787233
12,2,288712,219573347,0.629053350792979
11,2,17146217,29194005,0.76602827009452
1,10,247634062,132895381,0.851265853750445
2,21,70316036,34695766,0.846798569907102
15,18,102499056,34526678,0.670417104004195
13,11,50303360,76644313,0.631398855733667
4,6,83633606,167080136,0.757553657142211
7,8,28631751,101623782,0.741725844238405
18,9,20154638,136212627,0.608021891675508
14,8,45634093,79070766,0.630021315275486
3,10,8722060,102327135,0.767904070193405
15,19,63893721,45754775,0.782872556956153
15,4,93998303,81117007,0.625465038839501
17,9,70897905,140198359,0.641893011407259
7,11,4251744,17414057,0.924488540400181
10,14,25541135,55365359,0.684891927867717
2,2,172594368,72105059,0.776712935349286
22,8,27136108,100142330,0.81421198686009
2,18,224957330,33464506,0.903171311047027
15,1,55645931,13711164,0.636142656112257
17,2,44001885,230458442,0.679482008263647
4,11,57972290,47790384,0.612312620767083
22,12,19418704,115456711,0.690533489927546
2,1,113439405,243319589,0.735668223339238
15,8,85367654,3091343,0.707987009405569
4,14,174392250,49922209,0.744672947583739
19,6,58584654,88460729,0.678796139483126
13,13,21263135,99579893,0.891723635369583
5,7,17978850,128467011,0.666467460103067
9,9,122763060,112185075,0.645605804714768
2,13,152115829,36269210,0.636970194209796
4,12,22388287,81458650,0.793965182136291
18,7,19460559,69556925,0.638942760447254
21,9,9852258,133289612,0.935111879567638
15,2,96984276,65404269,0.860341650368582
14,20,88157169,57925113,0.676769330570374
17,1,36061801,16934672,0.619983862797094
9,20,104460464,61675207,0.777050390952307
20,19,57931609,19639455,0.79799766885709
4,6,38983833,37559126,0.686423583626814
15,15,43191161,80184561,0.716304284042328
21,18,20656688,57108879,0.846386765960765
10,4,123913700,48447711,0.943925696165681
9,13,74490101,93955424,0.613130950903041
3,20,156156651,4166180,0.705304454641134
18,15,21115554,94810375,0.714666017048336
20,9,59209002,98077162,0.80469540720022
22,3,45366777,167357976,0.663807028889757
2,14,15379523,98915463,0.850762786180414
14,19,62239856,5307829,0.680876233109178
8,15,58129019,98313128,0.895876653055808
14,13,23127049,89817996,0.712975766962396
21,8,19495709,95519427,0.866973505764146
4,10,82104126,30216932,0.763081474458517
15,14,75421175,45628648,0.74637326980728
6,22,33448170,18016212,0.770460782521703
12,3,115758452,80449569,0.619541964782835
20,8,24607451,145527987,0.747768953666195
3,7,159397575,504270,0.686605008875205
15,8,67432489,80740046,0.863450527336967
7,11,129188658,73415319,0.784307656954466
2,11,9453654,103235204,0.607906981543682
22,1,34117807,111953281,0.734704414860503
1,14,197172228,91351854,0.604680532024598
16,7,74907567,18229410,0.633645529289055
5,11,1170431,677765,0.61115729456771
13,12,45613468,692253,0.75208116387833
17,7,10993393,53328678,0.620926992577465
9,2,45914006,205953740,0.777577104669798
4,8,10108813,129029347,0.697861404261606
11,8,120610812,41552688,0.66924824080564
8,16,144669140,85804911,0.698801303627079
12,5,121402293,171197986,0.669584947026191
15,18,55658091,12910008,0.936076246009826
21,17,32952499,46667663,0.700169577485614
18,5,62259384,60392221,0.963435752119931
3,18,181288423,143307,0.739618626253229
17,4,29781431,39970832,0.827261740307911
16,10,49714273,114844060,0.832828683930731
2,20,15806336,2634892,0.75093414610888
2,8,55025317,9941763,0.629637051452069
16,18,30617383,12352542,0.717951608090863
7,12,101983771,52708381,0.640775722563915
19,4,7056329,40319356,0.76822548478103
15,16,41185633,85931553,0.75286868933988
16,2,54337139,196438343,0.685707980497938
4,5,759381,37442222,0.748265930579887
9,14,132480451,50870625,0.646777350966165
2,16,62679718,75572499,0.633493948766801
3,14,53145127,39855819,0.816346724735782
11,5,2025218,1445597,0.607930135290148
9,19,345785,35542438,0.665345977467051
11,4,44677981,74661581,0.674306178615281
7,13,38837512,66659633,0.742605266790668
15,20,43009456,50598247,0.72788512025484
16,7,9436525,22539529,0.715333716120501
6,6,11357831,43633581,0.760172388530798
17,2,56797826,74578693,0.714099273896984
22,9,19526563,27060270,0.724357164309943
8,18,39853501,64712580,0.840083443112105
17,10,79201637,16609608,0.6115805127885
20,4,56530543,8095731,0.604362215368684
5,14,127740837,23751060,0.821243429722619
12,21,105772143,35399075,0.832063145428944
12,22,54013709,39415767,0.712943269747323
13,5,52480980,157326540,0.69112014539982
16,1,87456109,228925307,0.786889864779443
10,13,108786239,36676670,0.62033925168086
22,11,22777789,58220422,0.68020064924878
18,6,72212367,113852550,0.812470185769512
15,13,66764420,32652685,0.617656093761416
17,6,35072108,16196338,0.675834309457138
20,16,51317214,15419346,0.963781187664285
4,1,35855717,246256881,0.613340174579738
5,6,420343,160651673,0.600426149550527
15,16,102067972,59498755,0.622786343577181
9,6,1995498,126617358,0.890784313978593
21,11,45927750,73488938,0.653263614699589
21,7,46545594,97923705,0.834396043183875
6,11,110942771,104636118,0.719090350587512
7,11,26336056,107047583,0.601230337061084
22,21,34233056,32200189,0.680659314613563
1,2,202064574,181935610,0.923212641023898
19,10,45887376,106617454,0.951117696845209
22,4,38011110,134231922,0.650884824563607
8,12,100878193,53457911,0.665855167637511
8,5,140816919,150845913,0.676432545111931
5,11,22806249,57366424,0.912712345972575
18,6,65350644,147059546,0.777727047876736
1,14,186664324,105268511,0.897433535392025
5,1,15017926,240643854,0.674953036153065
11,17,87142613,35703401,0.720506949367856
9,20,8739828,33772536,0.635669928798757
11,11,70754579,118583920,0.735638825799174
4,18,73570859,75502819,0.600384900998397
13,6,114471276,16986960,0.600253960623407
8,21,23236487,45572052,0.895790790738134
18,3,5896999,120286314,0.854511218305746
9,6,86029841,152760427,0.794959090665656
12,10,57380542,79107066,0.668610986926208
22,21,47004179,47844209,0.867606792263248
11,8,123048432,143120649,0.626942330191485
9,1,126288183,203492217,0.632957613072664
11,5,59271914,36564165,0.763717140966193
1,21,11604852,10787811,0.629560010196523
21,1,41986253,35844305,0.681349827805677
9,19,112997449,52987398,0.605359457021533
14,5,79893705,170202340,0.921946463589296
13,6,104076499,38353741,0.91093631607462
6,6,117791491,1444514,0.7187984618866
3,14,9025220,84079737,0.690319417080923
1,9,165204154,37001446,0.866494434716058
4,18,1308175,57467200,0.761637132298044
16,13,22259438,38518264,0.770623771012724
10,12,60364262,89015704,0.639854079013139
11,4,2790211,55184728,0.610516157506366
2,11,172949858,51138076,0.636918196796568
18,4,74269050,85883131,0.732774342633551
11,14,60259195,104309752,0.660232117945372
7,2,50723194,45252403,0.726262451426218
4,11,8524282,35915202,0.706953626698689
2,21,1218342,42447848,0.629992833342404
14,19,77311428,3601709,0.60313942900451
18,8,71758962,98795899,0.776383217001699
9,16,117029966,19870229,0.604058935480032
14,11,73510980,113095771,0.830106141860946
13,14,111370986,100677604,0.893842471411459
9,13,19235053,29418328,0.896445290916611
13,22,28071303,23672456,0.71964222486317
7,7,148621106,85394593,0.746001718769715
19,8,36452926,101513074,0.751705773769986
7,13,72694529,73472722,0.63001750528401
16,12,66302493,13364948,0.908049765094317
18,21,45101245,42426096,0.755648323310824
6,15,22289715,30265736,0.895676006115073
17,10,13026273,116277618,0.668463677239056
11,16,68952381,5213496,0.806172273477153
8,6,22405210,130636568,0.67560489804367
16,2,88517421,246908,0.634851996974238
21,2,40468345,2858517,0.676504797509584
10,18,124877864,43893693,0.601089640356808
13,19,20977480,53041996,0.944991380549602
14,18,83930452,21440773,0.76146292126994
9,19,129579013,49195020,0.901719569240242
14,1,85730429,183901668,0.671856976430617
14,14,93731198,51095573,0.694989121207773
2,14,59133356,98131680,0.636609924122221
14,17,100778336,77277132,0.7602220181659
1,15,232744503,25478744,0.641630180340803
13,17,113539288,15438377,0.931012916128253
18,4,22852251,74120126,0.821792114557622
5,13,169077892,93740887,0.831576157014837
10,12,80890626,8109597,0.607805407823158
16,3,53978433,1912404,0.906823245660063
16,21,27468094,46790101,0.663934979743991
2,14,105396407,41880259,0.650587878603138
16,12,83139195,86376823,0.681761564010675
22,5,23970614,166271928,0.69881584098704
12,8,73402175,129243933,0.757592523166436
5,1,111629888,93945886,0.798817487668177
4,14,137174543,56215077,0.617838737092609
14,14,56301990,75953542,0.711405865059779
11,14,4131016,23588640,0.870514103707935
13,5,111224021,167589028,0.931825480310895
1,12,64965697,49766756,0.94376361481307
2,12,128438518,15560817,0.663235108024309
1,9,224238400,951978,0.91381624634282
20,8,29823760,142085991,0.759645620286254
20,5,13632331,2517035,0.708230112975239
22,10,36287008,47088245,0.775663877142078
11,13,74331983,110671558,0.673170391895141
17,14,37854232,96157651,0.719071943282494
4,20,10776683,31354908,0.636961311448968
18,5,10023376,40935571,0.778688013984117
8,13,99750394,107637692,0.866958994441111
12,22,128272725,21942666,0.734526645763711
14,14,69312475,73797735,0.631210736570994
3,17,20257070,11651442,0.673264747308049
11,12,61612929,14010121,0.699635568597166
11,21,1249443,9542588,0.8149430759544
13,7,34632392,141495844,0.621845157370037
18,20,22188268,51794397,0.628924445429161
10,6,48599348,75613015,0.775675794101478
14,16,56077675,67239901,0.871030618506758
9,22,132898491,23631074,0.698254687889673
20,6,716658,3102792,0.788554862915723
11,5,46869390,176955668,0.772893107985704
8,21,131417403,39691815,0.685249698024481
22,11,37802389,75254618,0.638923135896963
16,2,29142465,200305519,0.633614164022992
12,17,95479878,5149184,0.695836878843134
4,22,24184010,20292487,0.631410829661126
16,1,7268609,65514864,0.715991516074902
15,17,91397938,70969295,0.933481741675867
13,8,112863768,127670787,0.796801217357409
18,3,47306085,149527134,0.659512490676783
16,7,58548930,73465646,0.782879441095404
2,13,20237305,68684700,0.652664538811138
2,17,222671403,62642749,0.901936557754743
5,12,168659692,48235458,0.739434032303507
6,22,17948691,50656527,0.802888619329805
11,15,14114819,28510309,0.842587225359939
20,22,60479529,38250109,0.869210430836629
3,17,89585652,78243389,0.815601159935827
3,14,86406979,98873033,0.676767421795289
13,17,29784647,1916123,0.641033829959584
6,14,62691908,89444297,0.872214084271262
20,11,3041538,947679,0.847483630620316
2,6,88710556,109270725,0.644982447414727
3,18,128036912,39884923,0.751238079628693
2,1,25436382,38152409,0.817967230425198
3,15,116809870,64248693,0.903933326711024
3,19,50282323,17298019,0.777454864310356
3,13,44502354,69506965,0.675718480315089
16,15,13993009,93161237,0.66450721712287
19,10,30108487,3668952,0.835024826928716
14,10,92187309,34512973,0.609730205603014
8,18,126234799,9370913,0.987861945935171
3,12,180658449,56036644,0.705234034859366
17,9,74433523,14463553,0.66963778603181
6,20,74098782,1608716,0.671010540387603
10,12,34332063,68270836,0.773085556710878
14,11,101909553,40042723,0.690712221546771
7,16,108088868,1506501,0.607110159468861
19,3,1354518,183966556,0.788391161957148
8,4,63931010,141173451,0.657473043233801
20,10,32236068,115296321,0.876671994495425
5,21,80883050,45243765,0.666716630287034
12,15,89725457,101864183,0.785464551187087
18,2,48558463,127585370,0.801819125837566
15,3,47288822,110455788,0.636069101411406
3,15,10209535,41818594,0.742388153821947
8,10,145540256,47919537,0.678258082655035
